file,uri,title,description,eqf_level_id
data/nlqf/59a082cd-426a-41b9-b055-5eed3e18adf8.json,http://purl.ncpnlqf.nl/data/nl-qualifications/59a082cd-426a-41b9-b055-5eed3e18adf8,Betrouwbaarheid en ethiek in organisaties,"The qualification Reliability and Ethics in Organizations (hereinafter referred to as: Reliability) is an in-depth and specialization track for professionals from the communications industry. The qualification is aimed at professionals who work as managers, communications professionals, business administrators, business journalists or HR managers, among others, and who have already completed a level 6 course. The training is particularly suitable as a supplement for those with a previous education in the communication sector or with at least one year of work experience in that sector at level 6. Candidates are trained to become an ethically trained communication professional with knowledge of ethics and reliability in organizations, whereby the emphasis is on developing professional skills for day-to-day practice, such as recognizing potential risks to the reliability of the organization, analyzing moral dilemmas, acting with integrity, communicating ethically and advising those responsible convincingly (Appendix 1, Training course structure Reliability and ethics in organizations). The qualification is not so much aimed at a clearly defined profession, but concerns the ethical aspects that professionals in various positions must master. After completing the course, the ethically trained communication professional can independently deal with complex situations in his own professional practice in which moral issues are involved or laws and regulations do not provide unambiguous guidelines, and communicate about this with others in a professional manner. In situations involving conflicting interests, the professional can make well-considered choices and account for them to those involved. The professional can also adequately and convincingly - both in writing and orally - advise the person responsible or manager on moral issues and choices in work situations. The professional is able to take on a pioneering role within a company or team in order to increase awareness of ethical issues by, for example, conducting research or making ethical dilemmas a subject of discussion in team meetings. The ethically trained communication professionals can work in positions such as issue manager, crisis communication advisor, content advisor/strategist or in positions focused on integrity processes, such as compliance officer, complaint handler or confidential adviser.

After completing the training, the ethically trained communication professional can independently deal with complex situations in his own professional practice in which moral issues are involved or laws and regulations do not provide unambiguous guidelines, and communicate about this with others in a professional manner. In situations involving conflicting interests, the professional can make well-considered choices and account for them to those involved. The professional can also adequately and convincingly - both in writing and orally - advise the person responsible or manager on moral issues and choices in work situations. The professional is able to take on a pioneering role within a company or team in order to increase awareness of ethical issues by, for example, conducting research or making ethical dilemmas a topic for discussion in team meetings. The ethically trained communication professionals can work in positions such as issue manager, crisis communication advisor, content advisor/strategist or in positions focused on integrity processes, such as compliance officer, complaint handler or confidential adviser.",6
data/nlqf/c7244625-2e25-4983-9464-6fdec83a1fb8.json,http://purl.s-bb.nl/data/c7244625-2e25-4983-9464-6fdec83a1fb8,Signspecialist (Gewijzigd 2020),"The sign specialist coordinates the development of sign products such as billboards, car, facade and illuminated advertising. He thinks along during the design of the products, and during implementation he is the project manager. An important task is to maintain contact with all parties involved in a project, and he has direct contact with the client. He keeps a close eye on whether concepts can also be implemented in practice. The sign specialist has technical knowledge of materials and software. He works independently and makes his own decisions. He is responsible for the proper delivery of the product.

The most important activities of a Sign specialist are: Core task B1-K1 Manufactures sign (parts of) products Prepares work Prepares order digitally Plots, prints, engraves and/or mills assignment Finishes sign (parts of) products and assembles Makes sign (part) products ready for transport Carries out file and storage management Carries out clean-up work Core task B1-K2 Assembles sign material Carries out transport work Prepares assembly Assembles sign (parts of) products Delivers sign (parts of) products Core task P3-K1 Makes a design Draws up an action plan Makes a design Delivers design Makes technical design Performs file and storage management Core task P3-K2 Carries out practical project management Prepares project Sends employees Supervises new employees/apprentices Monitors project quality and progress Delivers project Core task P3-K3 Carries out activities in the field of operational management Sees opportunities and uses opportunities to optimize work Put net employ and promote the company and its services Prepares calculations and quotations Keeps relevant records Purchases materials and resources",4
data/nlqf/c9acde3b-0c6a-4f36-b01c-2ae7ef1875dd.json,http://purl.s-bb.nl/data/c9acde3b-0c6a-4f36-b01c-2ae7ef1875dd,Vakexpert voeding en voorlichting,"The specialist nutrition and information expert ensures that food contributes to the health of people and their environment. He is involved in the entire food chain, from production to consumption, and he aims to ensure that this is done as responsibly as possible. His main task is to advise his customers on the use of food. The nutrition and information specialist is aware of economic, political and social developments and adjusts his advice accordingly. He has a guiding and advisory role. He is jointly responsible for the results of his team.

The most important activities of a specialist nutrition and information expert are: Core task B1-K1 Taking care of food Ensures the quality of the food Ensures food safety Ensures internal and external information exchange Core task P5-K1 Supervises the use of food and nutrition Orients itself to the customer's question Advises customer about the use of food and nutrition Presents nutritional information Participates in projects (research, events, information, etc.) Develops itself in the field of nutrition and information in the chain",4
data/nlqf/b5b350a4-4773-4cd8-bbad-42df7bdbe0d4.json,http://purl.s-bb.nl/data/b5b350a4-4773-4cd8-bbad-42df7bdbe0d4,Montagemedewerker houttechniek (Gewijzigd 2019),"The wood technology assembly worker works for a company that focuses on the industrial production of wooden elements. This mainly concerns windows, doors, frames or timber frame construction elements. He performs his work in a production area, either the carpentry workshop or carpentry factory. Depending on the type of work, he does this in a team or works alone, but always under supervision. The assembly worker wood technology works with tools and with stationary woodworking machines.

The most important activities of a wood technology assembly worker are: Core task B1-K1 Sawing and planing wood and sheet material with stationary woodworking machines Prepares sawing and planing work Selects, checks and transports wood and sheet material Fits and adjusts cutting tools of sawing and planing machines Sets sawing and planing machines Performs trial operations with sawing and planing machines Performs operations with sawing and planing machines Completes the work Core task B1-K2 Assembling wooden elements Prepares assemblies of wooden elements Selects, checks and transports materials Assembles wooden elements Completes the work Core task P1-K1 Assemble wooden elements and prepare for dispatch Prepares for final assembly of wooden elements Selects, checks and transports materials Assembles wooden elements Prepares wooden elements for dispatch Completes the activities",2
data/nlqf/f7444f1c-3f8e-4b1c-a7e2-ef19f1369f8f.json,http://purl.s-bb.nl/data/f7444f1c-3f8e-4b1c-a7e2-ef19f1369f8f,Maritiem officier alle schepen,"The all-ship maritime officer works on a merchant ship in an international environment. He has a multifunctional role and is involved in both technology and communication on a ship. He draws up procedures, instructs and supervises crew members. He solves malfunctions and is always alert to unsafe situations. The maritime officer of all ships works with a team of officers, crew members and outside companies. He is responsible for the performance of his own tasks and is partly responsible for the result of the work of others.

The most important activities of a Maritime officer on all ships are: Core task B1-K1 Performs the operational tasks at the operational level on ships Controlling the operation of the ship and care for persons on board at the operational level A-II/1 and/or A-III/1 Core task B1-K2 Performs the operational tasks at management level on ships Controlling the operation of the ship and care for persons on board at the management level A-II/2 and/or A-III/2 Core task B1 -K3 Performs safety tasks on ships Acts in the event of calamities and accidents on board Manages and is in charge of rescue vessels Provides first aid in the event of on-board accidents Organizes fire-fighting operations on board Recognizes and identifies potential threats Provides security for the ship Core task P4-K1 Performs the nautical tasks at operational level A-II/1 on all ships Navigation at the operational level Cargo handling and stowage at the operational level Core task P4-K2 Performs nautical tasks at management level A-II/2 on all ships Navigation at the management level Cargo handling and stowage at the management level Core task P4-K3 Performs technical tasks at operational level A-III/1 on all ships Navy engineering at the operational level Electrical, electronic and control engineering at the operational level Maintenance and repair at the operational level Core task P4-K4 Performs the technical tasks at management level A-III/2 on all ships Marine engineering at the management level Electrical, electronic and control engineering at the management level Maintenance and repair at the management level Core task P4-K5 Carries out communication tasks on all ships Carries out maritime communication",4
data/nlqf/a4c6f7b1-85e8-46ff-94d1-3ad4fa641464.json,http://purl.ncpnlqf.nl/data/nl-qualifications/a4c6f7b1-85e8-46ff-94d1-3ad4fa641464,Medewerker OK-vaardigheden,"The OR Skills Employee (MOV) level 4 works in operative care at the outpatient clinic/day treatment, treatment and examination room and operating room for low and medium complex procedures of the specialty for which she has been trained. Careful and hygienic work is required.

The OR Skills Employee can independently set up, circumnavigate and instrument low and medium complex interventions of his own specialism. The specialism for which she is trained is 1 of the following: Gynaecology, oral surgery, plastic surgery, urology, ophthalmology and ENT.",4
data/nlqf/f01cd024-5006-4343-8b2a-886f5ae27457.json,http://purl.s-bb.nl/data/f01cd024-5006-4343-8b2a-886f5ae27457,Maatschoenmaker,"The tailor-made shoemaker is a fashion-conscious entrepreneur. A creative craftsman who can design and make shoes. His commercial attitude also enables him to sell his shoes. As an artisan shoemaker, he can make two types of fitting shoes to determine whether or not he can make shoes for customers with a foot defect. The first fitting shoe is usually made of transparent thermoplastic material, so that the tailor shoemaker can determine where he still needs to adjust the last. As a second fitting shoe, he uses a 3D model: a rough version of the end product, which is comparable to the real shoe in terms of shape and materials.

The most important activities of a Tailor Shoemaker are: Core task B1-K1 Processed and processed leather Assess and process leather Apply closures Maintain workshop and tools Core task B1-K2 Repairs leather products/leather goods Perform preparatory work Repair and finish leather products/leather goods Core task B1-K3 Advises and sells Make an inventory of the (repair) demand Assess the repair and advise on it Advise on leather goods and (by) products Register and handle purchases/repairs Handling complaints Presenting articles Core task P4-K1 Designs the shoe Orients itself to the assignment Works determines the design and establishes it Measures the foot Core task P4-K2 Manufactures shoes Prepares the manufacture of the shoe Adjusts and models the ready-to-wear lasts Makes fitting shoes Makes last copy Makes patterns for the shaft Manufactures the shaft Manufactures underwork Checks and fits the shoes Core task P4-K3 S starts and/or runs a self-employed company Determines the (future) image of the company Shapes the self-employed company/sole proprietorship Arranges the financial part (of the start-up) of the company Monitors, registers and accounts for the financial situation Presents and promotes the company Purchases for the company (products and/or services) Acquires orders/binds customers",4
data/nlqf/e2cb7c1f-ee0a-4134-869e-8c862ed4eb63.json,http://purl.s-bb.nl/data/e2cb7c1f-ee0a-4134-869e-8c862ed4eb63,Opzichter/uitvoerder groene ruimte (Gewijzigd 2019),"The novice green space supervisor/executor works for a company or organization in the outdoor area. This can be with site management authorities, water boards, governments, advisory organizations or with a landscape gardener, a landscaper, a cultural engineering company, a contractor or a recreation company. He mainly performs his work on location and partly in the office. His activities consist of organizing the work. He must be able to keep an overview of the work and its planning. Communication with other parties is an important part of the job. This involves communicating with people from the area, contractors, (voluntary) employees, trainees, etc. More and more employees are registered in the target group register in public green spaces and volunteers, for example local residents, are increasingly involved. Communication in a broad sense, from addressing/steering to advice. He identifies opportunities for the organization. Depending on the context and the industry in which he works, the position has a different name. He often mainly performs executive activities, in order to gain the experience needed for the work of a supervisor/executive.

The most important activities of a green space supervisor/executor are: Core task B1-K1 Carrying out work for the construction/furnishing and maintenance/management of the green space Takes care of flora, fauna, soil and water Uses tools and/or machines for construction/design and maintenance/management Communicates about the work Carries out preparatory and final work related to construction/design and maintenance/management Core task P7-K1 Organize work in the green space Draws up a plan and ensures implementation Calculates and monitors budget Delivers the work Optimizes process/working method/collaboration Manages his team",4
data/nlqf/7b1d42bb-a701-4725-88a2-ccd2c0a3727c.json,http://purl.s-bb.nl/data/7b1d42bb-a701-4725-88a2-ccd2c0a3727c,Vakbekwaam medewerker dierverzorging (Gewijzigd 2018),"The skilled animal care employee takes care of pet or recreational animals and their living environment. His tasks range from supervising the reproductive process and caring for mother and young to socializing young animals. Thanks to a proactive and signaling attitude, the skilled animal care employee can 'see' work. Alert to their appearance and behavior, he pays extra attention to animals to get an idea of their health and well-being. The result of his work is a clean, safe and well-kept living and working environment in which animals can display natural behaviour. He is customer-oriented and responds to the wishes of customers and visitors.

The most important activities of a skilled animal care employee are: Core task B1-K1 Caring for animals Feeds animals Cares for animals Maintains living and working environment Core task B1-K2 Ensure information transfer Informs colleagues, customers and/or clients and/or the public Performs public-oriented activities Core task P2-K1 Supervise reproduction of animals Supervises the reproductive process Takes care of the birth process and cares for mother and young Core task P2-K2 Respond to the wishes of customers and/or clients and/or the public Instructs and/or advises and/or sells Handles complaints Monitors stock",3
data/nlqf/95dd3eaa-123f-48d3-8536-01bc13f02c18.json,http://purl.s-bb.nl/data/95dd3eaa-123f-48d3-8536-01bc13f02c18,Vakexpert biologisch-dynamische landbouw (Gewijzigd 2017),"The subject expert biodynamic agriculture deals with the production process of animal and vegetable products. He draws up plans for alternative, improved ways of working and identifies any risks. He has an eye for detail, but also oversees the big picture in a project. He has specialist knowledge in the field of products and technical installations. He ensures that work is carried out as optimally as possible and he has a coordinating and guiding role in a team. He is responsible for both his own work and the work that his team delivers.

The most important activities of a professional expert in biodynamic agriculture are: Core task B1-K1 Taking care of the agribusiness product * Ensures the quality of the agribusiness product* Takes care of machines, equipment and technical installations Takes care of company buildings and grounds Takes care of information in the chain Core task P13-K1 Taking care of biodynamic production Draws up cultivation plan Takes care of the cultivation process and fodder crops Takes care of livestock farming/animal product Controls the cultivation process and the production process of livestock farming Develops biodynamic method Core task P13-K2 Optimize business activities Plant and distributes daily activities Manages employees in the technical field Analyzes company data and forms a vision Analyzes suppliers and sales market Advises on innovations Forms networks and uses them Improves processes/production Optimizes partnership with krin glooppartners Develops itself and its employees within the biodynamic philosophy",4
data/nlqf/b9b2521a-40de-4f27-a0ad-1ebf8c41dc6c.json,http://purl.ncpnlqf.nl/data/nl-qualifications/b9b2521a-40de-4f27-a0ad-1ebf8c41dc6c,"Basis bouwfysica, geluid en brand","The roofer tiled roofs level 3, module building physics, fire and sound works in the pitched roofs sector. He often works for a roofing company, but can also work as a self-employed person. He covers roofs with tiles. He always works together with fellow roofers in a team. The main activity of the companies he works for consists of covering the external partition construction with tiles. In addition to these activities, activities such as zinc and lead work and carpentry work are also carried out. The tile roofer mainly works in residential construction (new construction, renovation, maintenance and restoration) and to a lesser extent in non-residential construction. The products and services are supplied to contractors, housing associations, (semi-) government institutions and private individuals. As a result, the roofer comes into contact with all kinds of people from various construction disciplines, but also private individuals. The main activities of the tile roofer are: preparing materials and work preparatory work on the sub-roof demolition of the roof preparing the roof covering the roof with tiles repairing and maintaining the roof finishing the roof With all these activities, he must take into account the building physics aspects, such as heat, moisture and noise and also with the fire resistance of the roof construction. The roofer tiles spend most of the day in the open air, sometimes at a great height, on the roof. The work is always dependent on the weather. When it is freezing, windy, raining or too hot, he cannot finish the work within the set time. Sometimes he has to do heavy lifting. It is therefore important that he is physically strong and does not suffer from fear of heights. Due to the diversity of clients, he comes into contact with different people at different locations (for example at a private person's home or on a large project). The professional attitude of the roofer tiles is characterized by a high degree of discipline and safety awareness. He works accurately, is quality-conscious and results-oriented. He works according to the material regulations and guidelines and is familiar with the regulations in the field of safety, working conditions and the environment and acts accordingly. He is aware of the risks associated with non-compliance with these regulations. The roofer tiled roofs level 3, building physics, fire and sound module has knowledge of the measures to be taken in the field of building physics, sound and fire resistance when implementing various roof shapes, roof construction transitions and edge connections. In addition to the knowledge, he also possesses the knowledge of products, materials, tools and equipment that are used in these activities for the specific situations mentioned. He has knowledge of the usual technical terms in the roofing industry and has knowledge of the legal rules and company procedures with regard to safety and the environment. He must be able to demonstrate, substantiate and explain how the roof construction is constructed and why it does or does not meet the quality standards or why there are legal rules and company procedures. He needs more than the basic knowledge (2) because these activities require a very precise execution.

The roofer for tiled roofs level 3, building physics, fire and sound module applies knowledge independently using his own choices in combination with the applicable standard procedures in the work in the field of building physics and fire resistance when performing roofing tiled roofs. He performs professional tasks using working drawings, processing instructions from the manufacturer, legal safety regulations and operating procedures. He applies knowledge (2) but also makes his own choices in combination with standard procedures and methods for an optimal result.",3
data/nlqf/45149d64-e430-4cae-970d-fb9147496b95.json,http://purl.ncpnlqf.nl/data/nl-qualifications/45149d64-e430-4cae-970d-fb9147496b95,Winkelmedewerker,"The shop assistant works in retail. He does this in various retail formats in small, medium and/or large companies. It can be a company in the food sector (supermarket), but also in the non-food sector (clothing, drugstore, etc.). He works in the store and warehouse of the store. The store associate performs tasks related to goods and customers. He works as an assistant in a labor organization; he prepares (assisting) work, performs this assisting work and signs off at the end of his (assisting) work. He assists in the processing of goods and/or products; he performs work on the receipt and storage of goods and/or products, maintains the product presentation and performs work on the care and maintenance of the workplace and working environment. The shop assistant assists with sales and service provision; he receives the customer and assists sales colleagues. The shop assistant has a 'customer friendly' attitude. He is helpful and service-oriented. If the customer needs help, he helps the customer. He knows what his responsibilities are and whether he can help the customer or refer it to a colleague. If he makes an appointment with the customer, he keeps it. He also ensures that he does not hinder the customer when he performs work in the store. He carries out the work safely, according to instructions and at a good working pace. He works neatly, accurately and structured. He shows commitment by being active and showing enthusiasm. He is flexible in the event of changes or deviations.

The shop assistant works in retail. He works in the retail space and warehouse. He performs tasks related to customers and goods. He has an assisting function and calls in timely help from colleagues or manager.",1
data/nlqf/1a3ab486-c2e2-4c7f-a795-b8ef620e8243.json,http://purl.duo.nl/data/nl-qualifications/1a3ab486-c2e2-4c7f-a795-b8ef620e8243,"Voorbereidend middelbaar beroepsonderwijs (vmbo) profiel dienstverlening en producten - leerwegen BB, KB en GL","

VMBO is a general education and prepares students for basic vocational training (level 2), vocational training (level 3) and middle management training (level 4) in secondary vocational education (MBO). After the lower years (the first two years of study) or immediately at the start of the course, a pupil chooses one of the four learning paths. The four learning paths offered are: the basic vocational learning path (BB) the intermediate vocational learning path (KB) the mixed learning path (GL) the theoretical learning path (TL) The basic vocational learning path prepares pupils exclusively for basic vocational training (level 2) in MBO. The senior vocational track prepares students for vocational training (level 3) and middle management training (level 4) in senior secondary vocational education. The mixed learning track and the theoretical learning track also prepare students for vocational training (level 3) and middle management training (level 4). These learning paths also offer the opportunity to move on to higher general secondary education (HAVO). There is a choice of 10 profiles within the basic vocational, senior vocational and mixed learning paths. The education and examination package in the learning paths BB, KB and GL consists for each profile of: a common part, which is the same for all profiles a profile part, which is characteristic for that profile a free part, which consists of chosen by the student subjects and other program components The final exam consists of two parts, the school exam and the central exam. The Ministry of Education, Culture and Science (OCW) determines the examination programs for the entire final examination. It states what the exam material is and how the exam material is divided between the school exam and the national exam. The profile assignment is part of the school exam of the mixed (and theoretical) learning track. With the assignment, the student shows that he has sufficient knowledge, insight and skills that are important for the profile. The final exam includes a compulsory math test. The math test is separate from the math subject. The math test determines whether the student has sufficient understanding, knowledge and skills of math.",2
data/nlqf/9059ab2f-0370-4a4c-8bf5-93c9220e5975.json,http://purl.s-bb.nl/data/9059ab2f-0370-4a4c-8bf5-93c9220e5975,Haarstylist heer (Gewijzigd 2020),"The hairstylist gentleman works at a barber shop or at a company that deals with hair care. He is able to perform hair treatments for men, such as cutting and cutting of a covered model, cutting and styling of a short model, blow-drying of a covered model and cutting/trimming of beard and mustache. The hair stylist gentleman does his work in a hygienic manner, taking into account the environment and working conditions. During work, he combines standard actions with performing specialist hair treatments. He works independently and is often assisted by colleagues. He uses his creativity for optimal professional practice.

The most important activities of a hair stylist gentleman are: Core task B1-K1 Prepare and complete hair treatment Receives customer Draws up and adopts DAB plan Completes hair treatment Core task B1-K2 Perform basic hair treatment Takes care of the hair and scalp Cuts the hair Color and bleach it hair Blow-dry a lady's hair Core task P3-K1 Perform specialist hair treatment for a gentleman Cuts and cuts the hair of a covered model Cuts and styled the hair of a short model Blow-dried the hair of a covered model Cuts/trims beard and mustache Shaves and massages the skin",3
data/nlqf/3db956d7-1671-4b5d-85b1-4e6f4e9aa0d9.json,http://purl.s-bb.nl/data/3db956d7-1671-4b5d-85b1-4e6f4e9aa0d9,Gezel glaszetter,"The journeyman glazier installs glass systems for various clients within the residential or non-residential construction sector. In addition, he is often in charge of projects. He is familiar with different types of glass and mounting techniques, and can determine a working method in advance. He checks the materials and the substrate and chooses suitable glass. He consults with and responds well to the wishes of the customer. The journeyman glazier has an independent function and can decide for himself to adjust a working method, after consultation with the customer. When managing one or more employees, he is responsible for his own work as well as for the end result.

The most important activities of a Gezel glazier are: Core task B1-K1 Carries out glazing work Prepares glazing work Prepares frames Fits glazing systems Performs clean-up work Delivers glazing work Core task P2-K1 Performs glass assembly work Prepares glass assembly Assembles glass systems Core task P2-K2 Performs practical project management Prepares project Sends employees Supervises students/new employees Monitors quality and project progress Delivers project",3
data/nlqf/9bd6dc30-ef15-4096-ac3c-599e989b0a2b.json,http://purl.s-bb.nl/data/9bd6dc30-ef15-4096-ac3c-599e989b0a2b,Middenkaderfunctionaris smart building,"The (intelligent) built environment consists of sustainable, future-oriented and generation-proof living, working and living environments. In the process of design, realization and management of the built environment, construction and electrical and mechanical installation technology are fully integrated with each other. During the construction process, current developments in the field of effective and efficient (industrial) production methods and technologies are used and, where possible, sustainable materials and energy-saving systems and installations are used. The optimization of the construction process ('smart building') creates a stronger competitive position and, in particular through the reduction of failure costs, delivers a higher return on the orders obtained. The Middle Management Smart Building may work for an architect, a development or construction company, an installation company, a supplier or manufacturer of technical installation products or a housing association, but also in business services as an external architectural, construction or installation consultant.

The most important activities of a middle management official smart building are: Core task B1-K1 Collects, processes and integrates project information Collects, registers and manages project information Integrates project information Core task B1-K2 Develops designs Selects materials, systems and installations Develops design Prepares design for application environmental permit and tendering Core task B1-K3 Prepares work Collects and processes production data Makes a drawing (package) Makes (partial) budget and agreements with suppliers Organizes people and resources Core task B1-K4 Supervises the realization Supervises construction and/or installation work Monitors time and costs Supervises testing of materials, products, systems and installations Supervises the execution of maintenance orders",4
data/nlqf/9c6f1bce-a19a-4fd7-aa52-821cb4f9aa12.json,http://purl.s-bb.nl/data/9c6f1bce-a19a-4fd7-aa52-821cb4f9aa12,Leidinggevende leisure & hospitality (Gewijzigd 2020),"The leisure & hospitality manager works in companies where customers or guests spend their free time for a longer or shorter period of time, for example a campsite, a bungalow park or a daytime recreation company such as an amusement park or playground. He organizes activities for customers/guests. He makes a planning for the activity program and draws up scenarios. He works together with his colleagues in carrying out and supervising activities. Characteristics for the leisure & hospitality manager are hospitable, enthusiastic, social, communicative and proactive. He can enthuse people and function as a team player. He acts creatively and flexibly in case of problems and contributes to a safe and pleasant stay for customers or guests. In addition, he supports all kinds of activities such as carrying out simple repairs, cleaning / maintenance work and / or work in the catering industry. The leisure & hospitality manager is responsible for the quality and progress of the work and safety during activities and manages a group of recreation employees. He plans and distributes the work and instructs and supervises the employees. He makes operational plans, budget proposals and monitors the finances.

The most important activities of a leisure & hospitality manager are: Core task B1-K1 Acts as point of contact for customers/guests Receives the customer/guest Informs and advises the customer/guest Sells and/or rents out products and/or services Signals and handles complaints Maintains internal and/or external contacts Recruits customers/guests and assignments Core task B1-K2 Performs administrative and financial processes Compiles information material Maintains financial administration and handles transactions Maintains administration Makes proposals for after sales or adjustment of services Core task P3 -K1 Organizes activities and provides support during activities that occur Makes a plan for the organization of activities Prepares the implementation of activities Supervises activities Completes the activity Contributes to a safe and pleasant stay at a recreation company/on location Supports during activities that occur at a recreation company /on location Core task P3-K2 Provides management Plans and divides the work Instructs and supervises new colleagues, trainees and/or volunteers Conducts formal interviews Core task P3-K3 Performs management tasks Makes an operational plan Makes a budget proposal Monitors finances",4
data/nlqf/5b9c4188-83f8-4052-b58d-09632884963a.json,http://purl.s-bb.nl/data/5b9c4188-83f8-4052-b58d-09632884963a,Technisch specialist verbrandingsmotoren (Gewijzigd 2022),"The combustion engine technical specialist is given the most difficult diagnostic tasks in a combustion engine company. He often works on location and has a lot of consultation with other technicians, specialists and clients for his work. He speaks and writes English well. He is the point of contact for the company and is very involved with the customer. In making the diagnosis, he uses his creativity when standard procedures do not yield the desired result. He has specialist knowledge in areas such as systems, materials, tools and test equipment. The technical specialist for combustion engines is ultimately responsible for the diagnostic work.

The most important activities of a technical specialist combustion engines are: Core task B1-K1 Carries out maintenance on combustion engines Checks the combustion engine and prepares a maintenance order for the combustion engine Performs maintenance work on components and/or systems of combustion engines that operate on the basis of mechanical principles Performs maintenance work to components and/or systems that operate on the basis of electrical, electronic or digital principles Core task B1-K2 Contributes to optimizing work Participates in work consultations Contributes to optimizing work processes Core task P3-K1 Performs complex repairs - and/or assembly and/or revision work on components and systems of combustion engines Prepares complex repair and/or assembly and/or revision work on components and systems of combustion engines Performs complex repair and/or assembly and/or revision performs work on components and systems of combustion engines that operate on the basis of mechanical principles Performs complex repair and/or assembly and/or overhaul work on components and systems of combustion engines that operate on the basis of electrical, electronic or digital principles Core task P3-K2 Inspects and diagnoses components and systems of internal combustion engines Prepares inspection and diagnosis of components and systems of internal combustion engines Performs inspection and diagnosis of components and systems of internal combustion engines operating on mechanical principles Diagnoses components and systems of internal combustion engines operating based on electrical, electronic or digital principles Core task P3-K3 Commissions combustion engines Prepares for commissioning Provides/coordinates tests of combustion engine/installation Provides/coordinates adjustments, commissioning and delivery Maintains cont acts with clients and other internal and external specialists",4
data/nlqf/32ed4b31-b9a7-4c4b-9b83-4cabdb62bd04.json,http://purl.s-bb.nl/data/32ed4b31-b9a7-4c4b-9b83-4cabdb62bd04,Vakexpert veehouderij (Gewijzigd 2017),"The novice animal husbandry expert works at a production company where animals are kept for milk, meat, rearing, eggs or fur or a combination thereof. The care farm is also part of his work area. He cooperates himself, but also has a guiding and coordinating role when he works with a team. He works in the office, in stables and in the open air. The novice animal husbandry expert pays constant attention to optimizing the process in which animal welfare and animal-friendly production methods are the starting point. In addition, he constantly pays attention to innovation and change in the chain, the society around him and the opportunities and possibilities that this offers the company.

The most important activities of a professional animal husbandry expert are: Core task B1-K1 Taking care of the agribusiness product * Ensures the quality of the agribusiness product* Takes care of machines, equipment and technical installations Takes care of company buildings and grounds Takes care of information in the chain Core task P12-K1 Taking care of production and livestock farming Takes care of production animals Takes care of animal products Takes care of feed extraction Controls the production process of livestock farming Controls and monitors crop health Core task P12-K2 Optimize business activities Plants and distributes daily activities Manages employees in the technical field Improves processes/production Analyzes company data and forms vision Analyzes suppliers and sales market Advises on innovations Forms networks and uses them",4
data/nlqf/20ef014c-637d-4a54-9c48-f83365560231.json,http://purl.s-bb.nl/data/20ef014c-637d-4a54-9c48-f83365560231,Allround waterbouwer (Gewijzigd 2016),"The all-round hydraulic engineer works along or on waterways. He is mainly engaged in making, maintaining and removing hydraulic structures. He also carries out dredging work. He has a flexible attitude to work; his work depends on weather conditions and he often has to deal with local residents, passers-by and traffic. In his work he has contact with colleagues, his manager, licensing authorities, suppliers and customers. The all-round hydraulic engineer works according to instructions and working drawings. He works independently and supervises other colleagues.

The most important activities of an all-round hydraulic engineer are: Core task B1-K1 Carry out basic civil engineering work Set up and maintain the traffic barrier Set up and maintain the work area Surveying Carry out preparatory work Laying pavement Bringing the work area into the agreed state Core task P8-K1 Carrying out hydraulic engineering work Create hydraulic structures Remove hydraulic structures Carry out small-scale dredging Core task P8-K2 Organizes daily activities of colleagues Divides work and instructs colleagues Monitors quality and checks compliance with regulations Consults and coordinates with third parties Monitors progress Reports to manager",3
data/nlqf/749cc27b-d371-4358-9426-0b131e0e650d.json,http://purl.s-bb.nl/data/749cc27b-d371-4358-9426-0b131e0e650d,Medewerker human resource management (HRM),"The HRM employee is involved in supporting various HRM processes. He also carries out personnel administration. In his work, he always acts according to established company procedures and rules, aligned with the applicable organizational goals and legislation. The employee can work in a spacious HRM department of a large organization, but also in a smaller organization where the payroll administration is part of the HRM department. In addition, more and more HRM shared service centers are being created to take over the (standard) HRM services for affiliated organizations. The HRM employee can also work there.

The most important activities of a human resource management (HRM) employee are: Core task B1-K1 Provides customer contact for legal-administrative services Provides (legal) information and advice Refers internally and/or externally if necessary Core task B1-K2 Performs (legal) file activities Manages the (digital) file Types and interprets data for follow-up procedures Core task P2-K1 Performs personnel administration and supports various HRM processes Provides legal-administrative support for HRM processes Generates management information on assignment Provides (administrative) support for payroll administration",4
data/nlqf/4f6dbf79-5a2f-44b8-bc97-07a6e8a5e943.json,http://purl.s-bb.nl/data/4f6dbf79-5a2f-44b8-bc97-07a6e8a5e943,Allround stand- en decorbouwer,"The all-round stand and set builder prepares stands and sets for use and arranges transport to, for example, fairs, theaters or company buildings. In addition, he has a more organizational function and, as a project manager, he ensures that the work runs smoothly. He maintains a good balance between the two different tasks and discusses this with his manager. He maintains contact with all parties involved in a production, and where necessary he can adjust the quality or productivity. He can work well under time pressure. The all-round stand and set builder works independently and is responsible for his own tasks.

The most important activities of an All-round stand and set builder are: Core task B1-K1 Prepares stands for the workshop Prepares activities in the workshop Manufactures elements for stands Builds stand components Finishes stand components Prepares sign products Carries out clean-up activities Core task B1-K2 Transports stands Prepares stand components for dispatch Loads stand components Unloads stand components Core task B1-K3 Builds stands, finishes stands and dismantles stands Prepares work on site Builds stand Finishes stand Dismantles stand Performs clean-up activities Core task P2-K1 Arranges and supervises transport Arranges transport Accompanies transport Core task P2- K2 Carries out practical project management Prepares project Instructs employees Supervises new employees/students Monitors quality and project progress Delivers stand",3
